Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:314QzMOrpNUqWBUozYshf6,"Buttons","PCD","The Pussycat Dolls",2005-01-01,225560,76,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Pussycat Dolls",0.564,0.817,2,-4.338,1,0.271,0.152,0,0.247,0.478,210.855,4
spotify:track:5p9XWUdvbUzmPCukOmwoU3,"Suddenly I See","Eye To The Telescope","KT Tunstall",2005-01-01,201706,78,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Relentless/Virgin",0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38,4
spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,"Gold Digger","Late Registration","Kanye West;Jamie Foxx",2005-08-30,207626,81,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"rap","Roc-A-Fella",0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,93.034,4
spotify:track:2bwxqGKS5GPXfNanAIRe2p,"Seven Days in Sunny June","Dynamite","Jamiroquai",2005-06-15,237866,69,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"acid jazz","Sony Music UK",0.707,0.797,7,-7.143,1,0.0435,0.2,0,0.302,0.633,105.397,4
spotify:track:5D2mYZuzcgjpchVY1pmTPh,"Candy Shop","The Massacre","50 Cent;Olivia",2005-03-03,209106,82,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"old school hiphop,east coast hiphop","Aftermath/Shady",0.613,0.574,11,-7.961,1,0.467,0.0253,0.0000313,0.38,0.755,125.18,5
spotify:track:0vg4WnUWvze6pBOJDTq99k,"You're Beautiful","Back to Bedlam","James Blunt",2005-08-08,209493,77,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Custard/Atlantic",0.675,0.479,0,-9.87,0,0.0278,0.633,0.0000176,0.088,0.454,81.998,4
spotify:track:0BgbobvykXxEvxo2HhCuvM,"Banana Pancakes","In Between Dreams","Jack Johnson",2005-01-01,191906,71,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"surfrock","Jack Johnson",0.814,0.373,7,-8.017,1,0.116,0.602,0.000017,0.0931,0.632,114.548,4
spotify:track:4Hff1IjRbLGeLgFgxvHflk,"DARE (feat. Shaun Ryder & Roses Gabor)","Demon Days","Gorillaz;Shaun Ryder;Roses Gabor",2005-05-23,244999,82,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Parlophone UK",0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,4
spotify:track:6ZyNjT2hYvfV5PuW84dp1E,"1 Thing","Playlist: The Very Best Of Amerie","Amerie",2008,238746,52,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Columbia/Legacy",0.636,0.946,10,-4.683,0,0.332,0.115,0.0000375,0.0416,0.891,125.085,5
spotify:track:6G7n1GddtWmdn6pU3d0H7n,"So Easy","Marjorie Estiano","Marjorie Estiano",2005-01-18,236920,39,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"braziliaanse pop,mpb","Universal Music Ltda.",0.776,0.502,0,-6.671,1,0.0347,0.351,0.00000186,0.143,0.666,140.037,4
spotify:track:2Sionb7ZAmdVGH9mieuJ7Z,"Signs","Signs","Snoop Dogg;Charlie Wilson;Justin Timberlake",2004-01-01,236813,50,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"g funk,west coast hiphop,gangsterrap,old school hiphop,hiphop,rap,sexy drill","Geffen",0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,4
spotify:track:2iXdwVdzA0KrI2Q0iZNJbX,"Better Together","In Between Dreams","Jack Johnson",2005-01-01,207680,74,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"surfrock","Jack Johnson",0.871,0.346,5,-9.481,1,0.0522,0.298,0.00000924,0.108,0.659,110.054,4
spotify:track:6JY1IdkZGeIcPegKxjSKeb,"Since U Been Gone","Breakaway","Kelly Clarkson",2004,188960,76,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"kerst","RCA Records Label",0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,4
spotify:track:3qaSqrrevBrb84xl5JlptU,"Dakota","Language.Sex.Violence.Other?","Stereophonics",2005-01-01,297426,75,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"britpop","UMC (Universal Music Catalogue)",0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,4
spotify:track:2oxtQ84p1j5GmyzmD50Lq0,"Rich Girl","Love. Angel. Music. Baby.","Gwen Stefani;Eve",2004-11-12,236213,75,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Interscope",0.856,0.746,7,-2.728,0,0.042,0.0292,0.0000153,0.206,0.761,98.018,4
spotify:track:3DQVgcqaP3iSMbaKsd57l5,"I Bet You Look Good On The Dancefloor","Whatever People Say I Am, That's What I'm Not","Arctic Monkeys",2006-01-29,173680,73,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"indie,garagerock","Domino Recording Co",0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183,4
spotify:track:0d28khcov6AiegSCpG5TuT,"Feel Good Inc.","Demon Days","Gorillaz;De La Soul",2005-05-23,222640,90,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"jazz rap,east coast hiphop","Parlophone UK",0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4
spotify:track:3850dYVgOFIXJh5U4BFEWH,"Hung Up","Confessions on a Dance Floor","Madonna",2005-11-11,337733,81,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Warner Records",0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,4
spotify:track:7clUVcSOtkNWa58Gw5RfD4,"Speed of Sound","X&Y","Coldplay",2005-06-07,287906,72,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Parlophone Records Limited",0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,4
spotify:track:0eqH0ALoDQevq59YcQ53KE,"Hollaback Girl","Love. Angel. Music. Baby.","Gwen Stefani",2004-11-12,199853,73,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Interscope",0.926,0.916,10,-2.221,0,0.0929,0.35,0.00000601,0.0234,0.904,110.009,4
spotify:track:2ZA4uMlSZjaoWGFqP1tsLI,"Ordinary People","Get Lifted","John Legend",2005-12-06,281466,63,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"soft pop,neo soul","Getting Out Our Dreams/Sony Urban Music/Columbia",0.469,0.132,10,-14.001,1,0.0798,0.928,0,0.0873,0.36,66.989,3
spotify:track:5MzjQ95rdB2xt9DNa2IzaC,"Don't Phunk With My Heart","Monkey Business","Black Eyed Peas",2005-01-01,239773,70,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Interscope",0.69,0.928,5,-2.76,0,0.061,0.00937,0,0.547,0.604,130.889,4
spotify:track:4TsmezEQVSZNNPv5RJ65Ov,"Pon de Replay","Music Of The Sun","Rihanna",2005-08-29,246960,80,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Def Jam Recordings",0.779,0.64,7,-8.415,1,0.159,0.000155,0.000766,0.101,0.499,99.017,4
spotify:track:3EDS89HeAhHiZKlljciK0a,"Push The Button","Taller In More Ways","Sugababes",2005,218093,67,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Universal-Island Records Ltd.",0.962,0.66,8,-5.096,1,0.061,0.0485,0,0.076,0.814,126.016,4
spotify:track:4PFAm88FBkY7IFtvCaGctZ,"Breakaway","Breakaway","Kelly Clarkson",2004,237000,71,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"kerst","RCA Records Label",0.268,0.716,9,-4.151,0,0.0337,0.0421,0.00000988,0.108,0.393,160.008,3
spotify:track:75D3n6wnFQmu1HVmLAlWM4,"I Predict A Riot","Employment","Kaiser Chiefs",2005,233186,69,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"britpop","Polydor Records",0.395,0.979,8,-3.241,1,0.0766,0.0243,0,0.12,0.41,158.842,4
spotify:track:0BxfFnk0YzONqvmrkO0QrB,"Don't Cha","PCD","The Pussycat Dolls;Busta Rhymes",2005-01-01,272080,75,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"east coast hiphop","Pussycat Dolls",0.875,0.63,1,-3.475,1,0.0994,0.00546,0.00000247,0.127,0.548,120.016,4
spotify:track:34KUIBsIUiPV7oCIzSdDAU,"Diamonds From Sierra Leone - Remix","Late Registration","Kanye West;JAY-Z",2005-08-30,233400,63,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"rap,hiphop,east coast hiphop","Roc-A-Fella",0.672,0.814,7,-3.768,1,0.27,0.258,0,0.164,0.379,97.043,4
spotify:track:4QvTOAIVxL3NGgrIYU97pj,"Cool","Love. Angel. Music. Baby.","Gwen Stefani",2004-11-12,189333,62,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Interscope",0.709,0.721,2,-3.52,1,0.0281,0.0322,0.000309,0.355,0.801,112.019,4
spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,"Fix You","X&Y","Coldplay",2005-06-07,295533,86,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Parlophone Records Limited",0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4
spotify:track:4bz7uB4edifWKJXSDxwHcs,"Galvanize","Push The Button","The Chemical Brothers",2005-01-01,393813,67,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"big beat,alternative dance,elektronisch,breakbeat","Virgin Records",0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,4
spotify:track:5cY8y2XgOfkAh4kSWLFKkz,"I Write Sins Not Tragedies","A Fever You Can't Sweat Out","Panic! At The Disco",2005-09-27,185586,72,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"emo","Fueled By Ramen/ADA",,,,,,,,,,,,
spotify:track:20jYtEun4dUdYZ9foaOC48,"My Humps","Monkey Business","Black Eyed Peas",2005-01-01,326960,78,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Interscope",0.802,0.682,1,-5.924,0,0.222,0.111,0.0000139,0.109,0.586,123.95,4
spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,"Lose Control (feat. Ciara & Fat Man Scoop)","The Cookbook","Missy Elliott;Ciara;Fatman Scoop",2005-07-04,226863,69,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"hiphop","Atlantic Records/ATG",0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,4
spotify:track:4z0J2qwLzLe1rXJPdzbe4p,"Nine Million Bicycles","Piece by Piece","Katie Melua",2005,195453,46,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Dramatico",0.566,0.264,0,-14.633,1,0.0314,0.564,0.0118,0.124,0.358,82.088,4
spotify:track:4EI8VuxUuIHKfafU72emqz,"We Belong Together","The Emancipation of Mimi","Mariah Carey",2005,201400,77,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"kerst","Def Jam Recordings",0.84,0.476,0,-7.918,1,0.0629,0.0264,0,0.0865,0.767,139.987,4
spotify:track:3r4U9UpHaFurMtq1oCZoAp,"Number One","In My Mind","Pharrell Williams;Kanye West",2006-01-01,236573,54,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"rap","Virgin Records",0.845,0.801,10,-5.619,0,0.129,0.251,0,0.0951,0.666,107.012,4
spotify:track:6tp27J7xy18DQiQXut3GsF,"Don't Lie","Monkey Business","Black Eyed Peas",2005-01-01,219000,68,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Interscope",0.662,0.785,9,-5.299,1,0.186,0.16,0,0.0784,0.604,89.885,4
spotify:track:3uqinR4FCjLv28bkrTdNX5,"A Milli","Tha Carter III","Lil Wayne",2008-01-01,221840,71,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"rap,hiphop","CM/Republic",0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,4
spotify:track:3ZffCQKLFLUvYM59XKLbVm,"Wake Me up When September Ends","American Idiot","Green Day",2004-09-21,285653,82,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"punk,pop punk","Reprise",0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,4
spotify:track:5ZdzNVOmCSp5HFLk0EgvJS,"Dirty Little Secret","Move Along","The All-American Rejects",2005-01-01,193653,72,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"pop punk,emo","Interscope",0.469,0.955,10,-4.253,1,0.0432,0.000343,0.00000135,0.548,0.462,143.853,4
spotify:track:4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version","Disturbing Tha Peace Presents Bobby Valentino","Bobby V.",2005-01-01,258665,78,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"r&b","Disturbing Tha Peace Recordings, Inc.",0.566,0.732,11,-4.896,0,0.0953,0.179,0.00000492,0.401,0.621,186.09,4
spotify:track:1yKu2MhpwzDXXH2tzG6xoa,"Beverly Hills","Make Believe","Weezer",2005-05-10,196093,71,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"alternative rock","Geffen",0.693,0.823,5,-3.761,1,0.0726,0.0932,0,0.328,0.741,87.904,4
spotify:track:4XyAMTjMfqwZ2uJemqKRdH,"Girl","Destiny Fulfilled","Destiny's Child",2004,224146,55,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Sony Urban Music/Columbia",0.567,0.747,6,-6.019,0,0.105,0.31,0,0.04,0.556,89.036,4
spotify:track:1hwJKpe0BPUsq6UUrwBWTw,"Boulevard of Broken Dreams","Boulevard of Broken Dreams","Green Day",2004,261266,73,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"punk,pop punk","Reprise",0.49,0.679,8,-3.68,1,0.0309,0.00394,0.0000154,0.0383,0.506,167.046,4
spotify:track:55whbebR4olz2HHcRQa2kx,"Sorry","Confessions on a Dance Floor","Madonna",2005-11-11,281880,67,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Warner Records",0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,4
spotify:track:3d0WouFnFmr0K3kjeza3fF,"Hips Don't Lie (feat. Wyclef Jean)","Oral Fixation, Vol. 2 (Expanded Edition)","Shakira;Wyclef Jean",2005-11-28,220360,88,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"latin pop","Epic",0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.358,0.758,100.024,4
spotify:track:2ndWbjiiNBEOrlfToKlABE,"I Will Follow You into the Dark","Plans","Death Cab for Cutie",2005-08-29,189400,63,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Atlantic Records",0.581,0.163,5,-14.686,1,0.0447,0.923,0,0.118,0.475,77.748,4
spotify:track:4nva9EpKntUTs6CRSGBCn9,"Just A Lil Bit","The Massacre","50 Cent",2005-03-03,237706,84,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"old school hiphop,east coast hiphop","Aftermath/Shady",0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,4
spotify:track:73Ijn0pKw1YJVP4OO4jUl7,"Can I Have It Like That","In My Mind","Pharrell Williams;Gwen Stefani",2006-01-01,235360,47,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Virgin Records",0.745,0.525,7,-7.532,1,0.239,0.129,0,0.0811,0.376,100.99,4
spotify:track:3q7D4kfMcju2alVibiUAcz,"In the Morning","The Invisible Invasion","The Coral",2005-05-23,152520,55,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"britpop","Sony Music UK",0.644,0.777,6,-6.165,0,0.0284,0.0252,0,0.0554,0.966,126.257,4
spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,"Behind These Hazel Eyes","Breakaway","Kelly Clarkson",2004-01-17,198973,62,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"kerst","RCA Records Label",0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,4
spotify:track:6WrnSlcN0dzTO80mVVbBto,"Do You Want To","You Could Have It So Much Better","Franz Ferdinand",2005-10-03,215000,63,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"indierock","Domino Recording Co",0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,4
spotify:track:1VNWaY3uNfoeWqb5U8x2QX,"Lonely Day","Hypnotize","System Of A Down",2005-11-22,167906,84,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"nu metal,metal,alternative metal,rapmetal,rock","American/Columbia",0.47,0.796,8,-3.277,0,0.0336,0.362,0.0000011,0.133,0.215,113.108,3
spotify:track:0mUyMawtxj1CJ76kn9gIZK,"Bad Day","Daniel Powter","Daniel Powter",2005-02-22,233640,76,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Warner Records",0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,4
spotify:track:7xYnUQigPoIDAMPVK79NEq,"Run It! (feat. Juelz Santana)","Chris Brown (Expanded Edition)","Chris Brown;Juelz Santana",2005,229866,77,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"r&b","Jive",0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,4
spotify:track:5sNESr6pQfIhL3krM8CtZn,"Numb / Encore","Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course","JAY-Z;Linkin Park",2004-11-30,205733,80,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"hiphop,east coast hiphop,rap,nu metal,rapmetal,rock,alternative metal","Warner Records/Roc-A-Fella",0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.582,0.751,107.045,4
spotify:track:2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down","From Under The Cork Tree","Fall Out Boy",2005-05-03,229093,80,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"emo,pop punk","Island Records",0.494,0.842,7,-4.784,1,0.0843,0.00579,0,0.122,0.574,162.011,4
spotify:track:5dvBeCMTzUNjyWIcuykzyh,"Everyday I Love You Less And Less","Employment","Kaiser Chiefs",2005,217706,62,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"britpop","Polydor Records",0.49,0.956,1,-4.556,0,0.0407,0.00466,0.00000615,0.242,0.577,160.028,4
spotify:track:3jVSV60WZE5jPE2a6KGNFy,"Get Right","Rebirth","Jennifer Lopez",2005,225533,66,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Epic",0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,97.084,4
spotify:track:0reKGVcWLVvl1FzjZ6TACy,"I Like The Way - Radio Edit","Bodyrockers","Bodyrockers",2005-01-01,200053,56,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","EMI",0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,4
spotify:track:2TFsx3B0hLSSTambrudXs3,"One Wish","Raydiation","Ray J",2005-09-05,337640,68,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Knockout Entertainment",0.529,0.651,5,-7.061,0,0.282,0.281,0,0.339,0.592,127.03,4
spotify:track:4kOTDj4SiZPkW1p96WMDNv,"We Be Burnin'","The Trinity","Sean Paul",2005-09-27,215213,70,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"dancehall","VP Records",0.95,0.803,1,-4.195,1,0.151,0.145,0,0.0748,0.86,117,4
spotify:track:53AafWSzYsiJKnAtJTUB5f,"La Tortura (feat. Alejandro Sanz)","Fijación Oral Volumen 1 (Expanded Edition)","Shakira;Alejandro Sanz",2005-06-03,216225,81,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"latin pop","Epic",0.744,0.783,0,-5.383,1,0.0439,0.0286,0.000688,0.0857,0.795,100.004,4
spotify:track:0lP4HYLmvowOKdsQ7CVkuq,"The Kill","A Beautiful Lie","Thirty Seconds To Mars",2005-08-16,231533,81,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Virgin Records",0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,3
spotify:track:69bHJ9qs5FrUJbKP8xU8uZ,"Disco Inferno","The Massacre","50 Cent",2005-03-03,214226,76,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"old school hiphop,east coast hiphop","Aftermath/Shady",0.925,0.659,3,-4.763,1,0.231,0.206,0.0000795,0.279,0.709,97.018,4
spotify:track:5FZxsHWIvUsmSK1IAvm2pp,"Best of You","In Your Honor","Foo Fighters",2005-06-14,255261,75,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"rock,post-grunge,alternative rock,grunge","RCA Records Label",0.366,0.94,1,-5.119,0,0.0696,0.000769,0.0000942,0.188,0.369,130.198,4
spotify:track:7MTdv6v3vsmQcVfh7eIaks,"Tripping","Intensive Care","Robbie Williams",2005,276603,64,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"","Chrysalis UK",0.666,0.922,2,-4.458,0,0.0429,0.0381,0.000191,0.0633,0.828,118.014,4
spotify:track:0avjVeujL8PYfm8tKKszLH,"Ass Like That","Encore","Eminem",2004-11-12,265480,56,true,saartje_paardestaartje,2026-02-14T17:32:08Z,"rap,hiphop","Eminem Catalog PS",0.646,0.796,2,-6.152,1,0.366,0.409,0,0.107,0.676,83.093,4
spotify:track:3lyLqIn8mybyEFTs8JJaLf,"Home","It's Time","Michael Bublé",2005-02-08,225906,66,false,saartje_paardestaartje,2026-02-14T17:32:08Z,"kerst","143/Reprise",0.608,0.37,7,-9.207,1,0.0306,0.844,0.0000187,0.112,0.349,127.631,4
spotify:track:5rb9QrpfcKFHM1EUbSIurX,"Yeah! (feat. Lil Jon & Ludacris)","Confessions (Expanded Edition)","USHER;Lil Jon;Ludacris",2004-03-23,250373,87,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"r&b,crunk,dirty south rap","LaFace Records",0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,4
spotify:track:6ECp64rv50XVz93WvxXMGF,"This Love","Songs About Jane: 10th Anniversary Edition","Maroon 5",2002,206200,87,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"pop","Interscope Records*",0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,4
spotify:track:4YjjNHtEsTX6Af4mCTupT5,"Bless The Broken Road","Feels Like Today","Rascal Flatts",2004-09-28,226680,71,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"country","Lyric Street",0.591,0.45,0,-6.369,1,0.0266,0.671,0.0000223,0.159,0.344,135.893,4
spotify:track:6I9VzXrHxO9rA9A5euc8Ak,"Toxic","In The Zone","Britney Spears",2003-11-13,198800,86,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"pop","Jive",0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
spotify:track:5B5eTk7DF8KVp1zpQoY1XY,"The Reason","The Reason (20th Anniversary)","Hoobastank",2024-01-12,232800,84,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"nu metal","Island Def Jam",0.474,0.671,4,-4.649,1,0.0289,0.0129,0,0.159,0.0682,82.94,4
spotify:track:6MFQeWtk7kxWGydnJB2y36,"These Words","Unwritten","Natasha Bedingfield",2004-08-30,216360,67,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"","Sony Music CG",0.734,0.636,5,-7.03,1,0.0815,0.0322,0,0.0808,0.931,96.987,4
spotify:track:0cZDC7uxNK8lqQ3GgyvCnD,"Nobody's Home","Under My Skin","Avril Lavigne",2004,212413,69,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"","Arista",0.348,0.907,5,-3.66,0,0.0497,0.000516,0,0.161,0.177,185.406,4
spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,"Hey Ya!","Speakerboxxx/The Love Below","Outkast",2003,235213,84,true,saartje_paardestaartje,2026-02-14T17:32:25Z,"dirty south rap,hiphop","Arista",0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,4
spotify:track:5SkRLpaGtvYPhw02vZhQQ9,"All Falls Down","The College Dropout","Kanye West;Syleena Johnson",2004-02-10,223506,84,true,saartje_paardestaartje,2026-02-14T17:32:25Z,"rap,neo soul","Roc-A-Fella",0.657,0.734,8,-4.832,0,0.484,0.149,0,0.139,0.434,91.03,4
spotify:track:5dAauIxGC3TyZRGIsOwWDu,"Millionaire","Tasty","Kelis;André 3000",2003-01-01,224933,58,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"","[PIAS] Recordings Catalogue",0.68,0.846,11,-6.637,1,0.108,0.0217,0,0.0374,0.75,176.051,4
spotify:track:20I8RduZC2PWMWTDCZuuAN,"Take Me Out","Franz Ferdinand","Franz Ferdinand",2004-02-16,237026,84,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"indierock","Domino Recording Co",0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4
spotify:track:6LGwYMXXgURfaequXipzHx,"You Don't Know My Name","The Diary Of Alicia Keys","Alicia Keys",2003-12-02,366733,71,false,saartje_paardestaartje,2026-02-14T17:32:25Z,"r&b,neo soul","J Records",0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,4
spotify:track:6bUNEbXT7HovLW6BgPCBsb,"Roses","Speakerboxxx/The Love Below","Outkast",2003,369573,74,true,saartje_paardestaartje,2026-02-14T17:32:25Z,"dirty south rap,hiphop","Arista",0.751,0.708,0,-5.653,1,0.0545,0.0482,0.0000185,0.107,0.509,108.97,4
