Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0k2GOhqsrxDTAbFFSdNJjT,"Temperature","The Trinity","Sean Paul",2005-09-27,216320,85,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"dancehall","VP Records",0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,4
spotify:track:6yLX8QnxlnEqZfs3YKCfjF,"Tears Dry On Their Own","Back To Black","Amy Winehouse",2006-10-27,185186,64,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Universal-Island Records Ltd.",0.643,0.871,1,-2.734,0,0.118,0.491,0,0.29,0.452,121.569,4
spotify:track:2nGFzvICaeEWjIrBrL2RAx,"Put Your Records On","Corinne Bailey Rae","Corinne Bailey Rae",2006-01-01,215360,81,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","EMI Records",0.739,0.511,9,-7.844,1,0.0362,0.167,0.00000134,0.133,0.542,96.038,4
spotify:track:79z9QkhHePTFsSeVw9uyj0,"Smile","Alright, Still (Deluxe)","Lily Allen",2006-07-14,196893,76,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Parlophone UK",0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,4
spotify:track:07K4GcCDSTiXUF5ssyTRUM,"The Sweet Escape","The Sweet Escape","Gwen Stefani;Akon",2006-01-01,246466,76,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Interscope",0.756,0.769,1,-3.502,1,0.0344,0.191,0,0.178,0.73,119.961,4
spotify:track:1vxw6aYJls2oq3gW0DujAo,"Crazy","St. Elsewhere","Gnarls Barkley;CeeLo Green;Danger Mouse",2007-12-01,177933,82,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","WM UK",0.866,0.537,8,-5.786,1,0.0335,0.053,0.0156,0.0866,0.643,111.987,4
spotify:track:4zQuwW24dweWcaX0fEJkP2,"You Know I'm No Good","Back To Black","Amy Winehouse",2006-10-27,256946,66,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Universal-Island Records Ltd.",0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,4
spotify:track:0aJrYfARfCKzv6gXjhs4SZ,"Upside Down","Upside Down","Jack Johnson",2006-02-24,209546,76,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"surfrock","Brushfire Records/Universal",0.792,0.647,4,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,4
spotify:track:2dxjKgT0li4qBI3QwuN9Ih,"Touch The Sky","Late Registration","Kanye West;Lupe Fiasco",2005-08-30,236600,80,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"rap","Roc-A-Fella",0.552,0.846,9,-4.912,1,0.342,0.0114,0,0.309,0.554,98.56,1
spotify:track:1q9l6c8bAzqWcvO3DM6FsR,"I Don't Feel Like Dancin'","Ta-Dah","Scissor Sisters",2006-01-01,288360,65,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Polydor Records",0.707,0.923,7,-3.409,1,0.0276,0.0195,0,0.342,0.845,108.023,4
spotify:track:5imShWWzwqfAJ9gXFpGAQh,"Waiting On the World to Change","Continuum","John Mayer",2006-09-11,200666,70,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"singer-songwriter","Aware/Columbia",0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,4
spotify:track:3N4DI1vuTSX1tz7fa2NQZw,"Rehab","Back To Black (Deluxe Edition)","Amy Winehouse",2006,214946,75,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Universal-Island Records Ltd.",0.407,0.558,0,-13.609,1,0.0552,0.0537,0.00000142,0.34,0.777,71.815,4
spotify:track:4wH4dJgrsxONID6KS2tDQM,"Maneater","Loose","Nelly Furtado",2006-01-01,258893,85,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Mosley / Geffen",0.796,0.778,6,-4.81,1,0.0397,0.0258,0.000386,0.121,0.789,132.724,4
spotify:track:3U5JVgI2x4rDyHGObzJfNf,"Unwritten","Unwritten","Natasha Bedingfield",2004-08-30,259333,86,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Sony Music CG",0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,4
spotify:track:7BHPGtpuuWWsvE7cCaMuEU,"Naive","Inside In / Inside Out","The Kooks",2006-01-01,203506,78,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"indie,indierock","Virgin Records",0.394,0.808,8,-6.209,0,0.0853,0.0759,0,0.149,0.736,100.649,4
spotify:track:4NeOWqHmlrGRuBvsLJC9rL,"My Love (feat. T.I.)","FutureSex/LoveSounds Deluxe Edition","Justin Timberlake;T.I.",2006-09-13,276160,84,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"dirty south rap","Jive",0.771,0.68,11,-5.881,0,0.224,0.277,0.0000118,0.682,0.808,119.952,4
spotify:track:6U7GUjtamt2P0LcFod1dBT,"Mas Que Nada","Timeless","Sérgio Mendes;Black Eyed Peas",2006-01-01,262840,67,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"braziliaanse jazz,bossanova,samba","Concord Records",0.747,0.928,5,-6.107,0,0.0824,0.0297,0.00000175,0.113,0.87,100.065,4
spotify:track:1bCmvezFg5MRcENzCGG1Cy,"Chelsea Dagger","Costello Music","The Fratellis",2006-01-01,215306,71,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Universal-Island Records Ltd.",0.511,0.815,7,-3.14,1,0.144,0.0491,0,0.0826,0.586,154.514,4
spotify:track:2zzLRQ78kKfPTx8FJQCdC2,"When The Sun Goes Down","Whatever People Say I Am, That's What I'm Not","Arctic Monkeys",2006-01-29,202133,73,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"indie,garagerock","Domino Recording Co",0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,4
spotify:track:2gam98EZKrF9XuOkU13ApN,"Promiscuous","Loose","Nelly Furtado;Timbaland",2006-01-01,242293,88,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Mosley / Geffen",0.808,0.97,10,-6.098,0,0.0504,0.0573,0.0000617,0.154,0.868,114.328,4
spotify:track:6xM8oBy40nK1rOd8WmoOPx,"Last Request","These Streets","Paolo Nutini",2007-01-30,220413,70,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Atlantic Records",0.605,0.704,5,-6.564,1,0.0476,0.241,0,0.137,0.4,80.925,4
spotify:track:3pD0f7hSJg2XdQ6udw5Tey,"What Goes Around.../...Comes Around (Interlude)","FutureSex/LoveSounds","Justin Timberlake",2006-09-12,448573,80,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Jive",0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76,4
spotify:track:423EcxblW9F4nnQkqcqMlK,"Deja Vu (feat. JAY-Z)","B'Day Deluxe Edition","Beyoncé;JAY-Z",2007-05-29,240280,64,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"hiphop,east coast hiphop,rap","Columbia",0.644,0.746,7,-4.941,1,0.341,0.0071,0.0000122,0.0743,0.355,105.253,4
spotify:track:3lPr8ghNDBLc2uZovNyLs9,"Supermassive Black Hole","Black Holes and Revelations","Muse",2006-06-28,212439,83,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"alternative rock,rock","Warner Records",0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120,4
spotify:track:7K2IeEefMiK8sDL8RBvXw2,"London Bridge","The Dutchess","Fergie",2006-09-13,241306,62,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Will I Am / Fergie LP1",0.77,0.609,1,-5.894,1,0.345,0.214,0,0.166,0.631,90.952,4
spotify:track:30cSNer6TV8x2utjULVeQ5,"SOS","A Girl Like Me","Rihanna",2006-04-10,238920,80,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Def Jam Recordings",0.677,0.671,7,-4.905,1,0.0361,0.004,0.0000507,0.413,0.527,137.046,4
spotify:track:5fVZC9GiM4e8vu99W0Xf6J,"How to Save a Life","How To Save A Life","The Fray",2005-09-13,262533,84,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Epic",0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,4
spotify:track:6RX5iL93VZ5fKmyvNXvF1r,"Irreplaceable","B'Day Deluxe Edition","Beyoncé",2007-05-29,227853,72,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Columbia",0.447,0.694,7,-4.637,0,0.382,0.0293,0.00000546,0.167,0.509,175.868,4
spotify:track:0O45fw2L5vsWpdsOdXwNAR,"SexyBack (feat. Timbaland)","FutureSex/LoveSounds","Justin Timberlake;Timbaland",2006-09-12,242733,86,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Jive",0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,4
spotify:track:5hnyJvgoWiQUYZttV4wXy6,"Chasing Cars","Eyes Open","Snow Patrol",2006-01-01,267960,84,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Polydor Records",0.561,0.595,9,-4.53,1,0.0274,0.199,0.0000647,0.132,0.144,104.006,4
spotify:track:6bFsQ6yOp3z5mGNkhWP0P1,"You Give Me Something","Undiscovered (International Version)","James Morrison",2006-01-01,213173,68,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Polydor Records",0.559,0.688,7,-6.496,1,0.114,0.216,0,0.0855,0.578,79.753,4
spotify:track:2ygMBIctKIAfbEBcT9065L,"Pump It","Monkey Business","Black Eyed Peas",2005-01-01,213066,83,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Interscope",0.648,0.931,1,-3.15,0,0.181,0.00937,0,0.752,0.744,153.649,4
spotify:track:10Nmj3JCNoMeBQ87uw5j8k,"Dani California","Stadium Arcadium","Red Hot Chili Peppers",2006-05-09,282160,81,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"funkrock,alternative rock,rock","Warner Records",0.556,0.913,0,-2.36,1,0.0437,0.0193,0.00000859,0.346,0.73,96.184,4
spotify:track:6dgWWAs5yhWPOtvE1zuoQ1,"Big Girls Don't Cry (Personal)","The Dutchess","Fergie",2006-09-13,268120,73,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Will I Am / Fergie LP1",0.707,0.642,7,-4.271,1,0.0337,0.204,0,0.0925,0.249,113.083,4
spotify:track:70wYA8oYHoMzhRRkARoMhU,"When You Were Young","Sam's Town","The Killers",2006-09-27,220426,79,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"alternative rock","Island Records",0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,4
spotify:track:5Anh8jULgeUgciLHCR25Mk,"Like A Star","Corinne Bailey Rae","Corinne Bailey Rae",2006-01-01,243213,65,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","EMI Records",0.606,0.226,2,-10.617,0,0.0347,0.715,0.0001,0.35,0.142,122.711,4
spotify:track:0fGh0trRN1xz3s41r7V5ce,"Shake That","Curtain Call: The Hits (Deluxe Edition)","Eminem;Nate Dogg",2005-12-06,274440,74,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"rap,hiphop,g funk,west coast hiphop,old school hiphop","Eminem Catalog PS",0.963,0.643,1,-5.785,0,0.117,0.0507,0.0000494,0.157,0.534,107.005,4
spotify:track:1N62wozuHCvczCkY4QidpP,"Over My Head (Cable Car)","How To Save A Life","The Fray",2005-09-13,236266,73,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Epic",0.592,0.729,8,-4.156,1,0.0448,0.022,0,0.0653,0.709,116.03,4
spotify:track:0qAMjeQFyd1qD0LDiV8gWp,"Black Horse And The Cherry Tree - Radio Version","Eye To The Telescope","KT Tunstall",2005-01-01,172373,66,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Relentless/Virgin",0.748,0.786,4,-7.788,0,0.0641,0.328,0,0.34,0.917,104.833,4
spotify:track:3rKCDtV8UcF0RytSiXxypc,"Get Up (feat. Chamillionaire)","The Evolution","Ciara;Chamillionaire",2006,261880,66,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"dirty south rap","LaFace Records",0.964,0.595,1,-6.887,0,0.109,0.0248,0.00000514,0.0405,0.629,128.593,4
spotify:track:5nEdwtSv0qqeE0l4o1lR4q,"(When You Gonna) Give It Up to Me - Radio Version","(When You Gonna) Give It Up to Me","Sean Paul;Keyshia Cole",2006-09-30,243880,88,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"dancehall,r&b","VP Records",0.711,0.761,8,-3.04,1,0.225,0.067,0,0.041,0.718,95.824,4
spotify:track:6bS7DqTuzrpkluB7boWmw2,"America","Razorlight","Razorlight",2006-01-01,249760,66,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"britpop,indie","EMI",0.447,0.568,2,-4.975,1,0.0305,0.295,0.00000326,0.355,0.149,90.933,4
spotify:track:7k6IzwMGpxnRghE7YosnXT,"Me & U","Cassie (U.S. Version)","Cassie",2006-08-07,192213,81,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Bad Boy Records",0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,99.99,4
spotify:track:2hns6Dv29Yrg68AVTJiAyA,"Who Knew - Edit","I'm Not Dead","P!nk",2006-04-04,208493,75,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","LaFace/Legacy",0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004,4
spotify:track:7huo2wvrCgRucUsjdSDLQV,"Ain't No Other Man","Back To Basics","Christina Aguilera",2006-08-14,228906,63,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","RCA Records Label",0.862,0.742,7,-4.722,1,0.222,0.00376,0.00855,0.103,0.511,127.91,4
spotify:track:1Vl4ESWb6U7gKSPfK4qenq,"That Girl","In My Mind","Pharrell Williams;Snoop Dogg",2006-01-01,241026,60,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"g funk,west coast hiphop,gangsterrap,old school hiphop,hiphop,rap","Virgin Records",0.643,0.797,2,-5.588,1,0.169,0.311,0,0.331,0.701,96.008,4
spotify:track:5ZzXJzw8RI3gXGpgkzm1vl,"Check On It (feat. Slim Thug)","Check On It (feat. Slim Thug)","Beyoncé;Slim Thug",2006-01-14,211186,43,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"dirty south rap,crunk","Sony Urban Music/Columbia",0.7,0.887,7,-3.887,1,0.218,0.0805,0,0.376,0.883,166.104,4
spotify:track:653rxW1E7V52QWh6a7oIdS,"My My My","Nympho","Armand Van Helden",2005-07-04,182266,66,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"discohouse,funky house","Southern Fried Records",0.652,0.733,7,-8.207,1,0.246,0.00672,0.00867,0.0392,0.744,127.533,4
spotify:track:5wQnmLuC1W7ATsArWACrgW,"Welcome to the Black Parade","The Black Parade","My Chemical Romance",2006-10-20,311106,81,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"emo,pop punk","Reprise",0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,4
spotify:track:13xxBnXOuiBxVxJI458B0i,"Unfaithful","A Girl Like Me","Rihanna",2006-04-10,226973,74,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Def Jam Recordings",0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,4
spotify:track:6brl7bwOHmGFkNw3MBqssT,"So Sick","In My Own Words","Ne-Yo",2006-01-01,207186,81,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Def Soul",0.452,0.574,6,-8.336,1,0.311,0.245,0,0.189,0.578,92.795,4
spotify:track:7iee007QypdrTXbLVF5KuF,"Love Generation - Edit","Love Generation (Edit)","Bob Sinclar;Gary Pine",2005-06-20,204105,73,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"franse house,discohouse","Yellow Productions",0.723,0.856,1,-3.569,1,0.0673,0.146,0.000155,0.0798,0.553,128.047,4
spotify:track:2H5YDS0csmS7gEuruC6LQt,"Too Little Too Late","The High Road","JoJo",2006-10-17,221720,73,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Blackground Records",0.421,0.799,6,-5.183,0,0.0562,0.00871,0.0000163,0.0794,0.731,82.407,4
spotify:track:3Lk7RWStfLaHG7lXsuS87j,"One","The Breakthrough","Mary J. Blige;U2",2005-01-01,260466,66,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"r&b,rock","Geffen*",0.342,0.875,0,-3.164,1,0.0792,0.0827,0,0.129,0.259,185.948,4
spotify:track:6gxycjJNMgmAyfzUXBN80P,"Goodbye My Lover","Back to Bedlam","James Blunt",2005-08-08,258653,70,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","Custard/Atlantic",0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,4
spotify:track:5qiIxojpo8YTFgOOcDuOaB,"Rock This Party (Everybody Dance Now)","Rock This Party (Everybody Dance Now)","Bob Sinclar;Cutee B.;DollarMan;Big Ali;Makedah",2006-08-22,245466,72,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"franse house,discohouse","Yellow Productions",0.893,0.823,5,-3.708,0,0.122,0.0722,0,0.0515,0.901,128.011,4
spotify:track:64IcdRqfcN5rwqSqJpQDDe,"In The Morning","Razorlight","Razorlight",2006-01-01,222453,59,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"britpop,indie","EMI",0.616,0.855,4,-3.495,0,0.042,0.00379,0.000863,0.318,0.686,124.191,4
spotify:track:0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance","From Under The Cork Tree","Fall Out Boy",2005-05-03,180266,79,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"emo,pop punk","Island Records",0.621,0.961,11,-3.198,0,0.154,0.00523,0,0.0854,0.449,114.451,4
spotify:track:5xT8JXJSyHYNfC11OFqzFL,"Is It Any Wonder?","Under The Iron Sea","Keane",2006-06-12,186173,62,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"","UMC (Universal Music Catalogue)",0.489,0.955,11,-2.771,0,0.0363,0.0000382,0.000178,0.334,0.816,129.352,4
spotify:track:7DFnq8FYhHMCylykf6ZCxA,"Yo (Excuse Me Miss)","Chris Brown (Expanded Edition)","Chris Brown",2005,229040,75,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"r&b","Jive",0.536,0.612,4,-5.847,1,0.272,0.119,0,0.209,0.57,86.768,4
spotify:track:3s4dTcgWzzr8xxr9X0ul23,"Talk Of The Town - Live","Upside Down","Jack Johnson",2006-02-24,155040,38,false,saartje_paardestaartje,2026-02-14T17:32:49Z,"surfrock","Brushfire Records/Universal",0.754,0.815,7,-7.935,1,0.0467,0.724,0.0000133,0.152,0.946,127.491,4
spotify:track:0Eu5SrReZzaJX0NLKI8tQS,"Bossy Featuring Too $hort (feat. Too $hort)","Kelis Was Here","Kelis;Too $hort",2006-08-22,274946,54,true,saartje_paardestaartje,2026-02-14T17:32:49Z,"hyphy,west coast hiphop,g funk,old school hiphop,gangsterrap","LaFace Records",0.906,0.624,4,-5.556,1,0.179,0.000185,0.00000621,0.0608,0.775,84.009,4
