TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
1.764716553,0.163508,2.1917,0.261195,0.0309508,1.94108,0.021404,0.0400751,0.898997,0.00505179,2.95563,0.271202,0.0693329
1.811156463,0.179475,1.97841,0.21842,0.0578242,1.51557,0.0286992,0.203515,1.08096,0.00682879,2.95241,0.312407,0
1.857596372,0.0991855,1.81951,0.354278,0.474144,1.63069,0.149505,0.0889099,1.02198,0.134094,2.57362,1.03225,0.172575
1.904036281,0.107511,1.39398,0.333403,0.353398,2.16582,0.115961,0.180877,0.614794,0.455418,1.8083,0.975001,1.20814
1.950476190,0.0703715,0.755596,0.260397,0.0579783,2.47758,0.0288766,0.696786,0.85397,0.672566,1.00815,0.373923,2.38005
1.996916100,0.000144414,0.222186,0.241237,0.0506037,3.03974,0.0190651,1.00145,0.920389,0.687463,0.332555,0.0710419,3.12234
2.043356009,5.80454e-05,0.00393074,0.151255,0.0997536,3.57656,0.0173207,1.08838,0.645588,0.606608,0.00785994,0.12581,3.12386
2.089795918,8.12693e-06,0.108032,0.0446145,0.137613,3.61001,0.020379,1.16465,0.284638,0.541221,0.0145422,0.193383,3.00493
2.136235828,0.000262918,0.185845,0.081568,0.237542,3.15957,0.0197134,1.35582,0.239355,0.155964,0.0216296,0.162971,3.04181
2.182675737,0.209062,0.31241,0.136418,0.448272,2.53453,0.0448433,1.37742,0.485108,0.0266409,0.0190931,0.00127753,2.89941
2.229115646,0.3706,0.502923,0.16507,0.696894,2.12301,0.0291968,1.32205,0.749552,0.0235936,0.105945,0,2.72781
2.275555556,0.2756,0.844423,0.254385,0.924106,1.90715,0.00717466,1.16835,1.00258,0.0313186,0.202866,0.00320158,2.69965
2.321995465,0.0445047,1.07159,0.447922,1.23508,1.37118,0.0218431,1.24298,0.934952,0.000223175,0.193835,0,3.30042
2.368435374,0.0645774,0.792932,0.222812,1.44646,0.326198,0.0113273,2.13542,0.415889,0.0438308,0.0752989,0.00674582,3.94253
2.414875283,0.511288,0.632941,0.527891,1.76076,0.697829,0.0379085,1.95779,0.34894,0.373849,0.182093,0.651035,2.81354
2.461315193,0.950423,0.154886,0.21979,1.96773,0.879872,0.309331,1.33475,0.36964,0.673677,0.0130506,0.478997,2.08605
2.507755102,0.707207,0.112235,0.170132,1.77928,0.725515,0.542498,0.827111,0.884748,1.00532,0.00828455,0.632679,2.0044
2.554195011,0.809467,0.32985,0.129896,1.42269,0.688519,0.451183,0.569117,1.03926,0.891382,0.0420652,0.496809,1.36679
2.600634921,0.967704,0.691639,0.0266722,1.28694,0.88849,0.107167,0.54475,1.13074,0.257634,0.969823,0.171399,0.615664
2.647074830,0.335345,0.850736,0.00411017,0.985007,1.10795,0.00624768,0.507342,1.48036,0,1.86165,0.248214,0.411872
2.693514739,0.112595,0.692378,0.0272629,0.534818,1.53055,0.0116138,0.497505,1.55139,0.00377017,2.48048,0.465096,0.328043
2.739954649,0.101679,0.493336,0.00472085,0.760518,1.91829,0.0233977,0.270571,1.492,0,2.78189,0.518463,0.366591
2.786394558,0.0338216,0.415926,0.00278409,0.862968,2.22085,0.0260942,0.180256,1.19782,0.0512188,2.55225,0.721339,0.636898
2.832834467,0.24121,0.279356,0.0242017,0.697594,2.19198,0.0329068,0.593427,0.781179,0.193076,1.934,0.974439,0.682377
2.879274376,0.350828,0.305116,0.637262,0.673058,1.43007,0.041992,1.32734,0.0995416,0.00467629,1.57086,1.06384,1.11373
2.925714286,0.161362,0.127916,0.602839,1.5981,0.496552,0,2.05506,0.0419172,0.0195187,1.09514,0.690194,1.98699
2.972154195,0.0857078,0.188624,0.265344,2.12084,0.0968182,0.0191188,2.23737,0.0245638,0.0430265,0.896862,0.0921929,2.71461
3.018594104,0.0736523,0.126983,0.217806,2.20725,0.245895,0.0327652,2.299,0.148051,0.0795693,0.586101,0.391156,2.75634
3.065034014,0.131577,0.000169184,0.160581,2.03295,0.142002,0.177871,2.01939,0.223398,0.147756,0.705241,0.0873426,3.53805
3.111473923,0.0876338,0.0248282,0.00637896,2.00174,0.137533,0.0677029,2.07472,0.24074,0.0639102,0.797773,0.0622612,3.74122
3.157913832,0.148395,0.00149783,0.00496348,1.40683,0.145235,0.0308065,1.72404,0.563673,0.473404,0.715024,0.0754521,3.76796
3.204353741,0.287894,0.00205321,0.00443596,0.680601,0.218721,0.000381699,1.51161,0.623919,0.376371,0.646554,0.0720335,3.59841
3.250793651,0.712802,0.0436385,0.0045786,0.315694,0.457786,0.0194814,1.51128,0.764424,0.0725595,0.583385,0.103018,2.75712
3.297233560,0.593289,0.149856,0.321627,0.219433,1.23523,0.00126159,0.990322,1.01503,0.072344,0.820046,0.314109,1.699
3.343673469,0.257928,0.110126,0.725085,0.470974,1.84616,0.039256,0.376442,0.91478,0.152924,0.693643,0.182194,1.75753
3.390113379,0.0576172,0.0352528,0.662058,0.340583,2.44472,0.0659407,0.334762,0.209716,1.3707,0.210599,0.0957208,1.96244
3.436553288,0,0.00306315,0.379626,0.33488,2.92534,0.11517,0.289153,0.0244314,1.93826,0.0320775,0.122369,2.3741
3.482993197,0,0.00351666,0.251234,0.438406,2.86474,0.113892,0.210453,0.0451316,2.19003,0.0659984,0.102306,2.52825
3.529433107,0,0.00279998,0.28369,0.524928,2.43544,0.109336,0.336206,0.0286604,2.32725,0.285996,0.0801108,2.59018
3.575873016,0.0475865,0.00209143,0.234455,0.364868,2.29463,0.0161409,0.606559,0,2.20604,0.0597122,0.100471,2.6174
3.622312925,0.0297692,0.12783,0.241199,0.20046,1.77895,0.240426,0.813578,0,2.21568,0,0.0834163,2.90158
3.668752834,0,0.214029,0.384191,0.163034,1.62352,0.307476,1.04716,0.0357838,2.28833,0.0555895,0.0652876,3.03917
3.715192744,0,0.147024,0.50914,0.347418,1.6284,0.245438,1.23381,0.00465237,1.95353,0.200534,0.0957694,3.07356
3.761632653,0.0354917,0.00321534,0.340871,0.948652,1.74462,0.0531303,1.22034,0.265406,0.685056,0.386969,0,2.88679
3.808072562,0.325283,0.00323155,0.308302,1.16468,1.47612,0.0379663,1.0715,0.640412,0.0930293,0.498484,0,2.30507
3.854512472,0.769774,0.132349,0.177373,1.3099,1.19981,0.0440842,1.08185,0.947277,0.0961929,0.695828,0,1.80924
3.900952381,1.1583,0.200918,0.212405,1.1076,1.13364,0,1.44792,0.932205,0.191078,0.730239,0.0370758,1.31531
3.947392290,1.02378,0.388107,0.494783,0.541387,1.0314,0.255027,1.44092,0.91439,0.750469,0.501002,0.354361,0.995447
3.993832200,0.505284,0.416014,0.634302,0.234875,1.23628,0.46259,0.513947,1.10439,0.91301,0.699815,0.595269,0.601054
4.040272109,0.0839105,0.704703,0.313589,0.192283,1.88062,0.292779,0.101796,1.12505,0.781114,1.37308,0.35588,0.40569
4.086712018,0,1.29838,0.0324327,0.293829,1.66436,0,0.21927,1.27154,0.517605,2.04696,0.352202,0.49001
4.133151927,0,1.33745,0.0263063,0.413782,1.61623,0.0199137,0.359819,1.29891,0.283479,2.14311,0.337842,0.517439
4.179591837,0,1.2894,0.0161731,0.760572,1.58433,0.0943008,0.427765,1.05935,0.2642,2.12872,0.389651,0.636316
4.226031746,0,1.10536,0.110812,0.738394,1.55213,0.098036,0.413283,0.92576,0.415371,1.83844,0.298458,0.927361
4.272471655,0,0.977424,0.220333,0.731254,1.71827,0.0840444,0.532492,0.937023,0.53357,1.39328,0.451326,0.956286
4.318911565,0,1.08883,0.26847,0.526846,1.50713,0.103403,0.536027,1.21504,0.5141,1.17725,0.672919,0.825159
4.365351474,0,1.02819,0.272209,0.947976,1.09023,0.220451,0.482444,1.1985,0.714345,1.20634,0.525099,0.559489
4.411791383,1.21741,0.538615,0.23942,1.38707,0.87542,0.556808,0.364262,0.754211,0.765352,0.856291,0.914334,0.469984
4.458231293,1.38849,0.422629,0.227082,1.58622,0.505516,0.256432,0.50468,0.7502,0.588662,0.614471,0.891539,0.455186
4.504671202,1.53513,0.191325,0.11041,1.74875,0.27002,0.155822,0.709563,0.40715,0.219032,0.838207,0.614175,0.672946
4.551111111,1.29744,0.279333,0.0946866,1.65247,0.715248,0.0941427,1.29689,0,0.917701,0.937436,0.19661,1.0737
4.597551020,0.651681,0.212106,0.451169,1.04724,2.04055,0.0539668,1.29207,0.0466936,1.55371,0.376583,0.32849,1.10272
4.643990930,0.338369,0.0961031,0.564773,0.52093,2.42992,0.0542318,0.936468,0.115356,1.8192,0.0652561,0.350586,1.5315
4.690430839,0.072303,0.0842956,0.51475,0.567661,2.02812,0.0166117,1.06531,0.108317,1.57573,0.681195,0.449953,2.17249
4.736870748,0,0.205851,0.382133,0.554157,1.78349,0.0347369,1.50094,0.192322,1.25022,0.658486,0.726159,2.42461
4.783310658,0,0.154632,0.323775,0.421812,1.1314,0.0361009,2.65881,0.122209,1.00743,0.144468,0.666309,2.80048
4.829750567,0,0.107639,0.324232,0.926847,0.302692,0.178695,2.86576,0.0448256,0.340319,0.458261,0.213128,2.90084
4.876190476,0.0212397,0,0.209,1.88633,0.0251992,0.215408,2.80582,0.0338356,0.154256,0.869097,0.0204579,2.8026
4.922630385,0.0301777,0.0436308,0.135418,2.17254,0.00295801,0.138021,2.77563,0.00550121,0.0725117,0.897437,0.141004,2.58929
4.969070295,0,0.0449937,0.226971,2.13988,0,0.200924,2.75209,0.0386754,0.0809819,0.690392,0.31053,2.95279
5.015510204,0.0133899,0.177488,0.118061,2.05553,0.00328229,0.146476,2.90275,0.162053,0.104739,0.549383,0.273992,3.15341
5.061950113,0.386316,0.271209,0.00801576,1.49099,0.0720479,0.338199,2.81203,0.132387,0.144728,0.693637,0.0497351,3.06031
5.108390023,1.28766,0.262799,0.0060896,0.929684,0.135369,0.506807,1.95255,0.146138,0.148522,0.622414,0,2.31408
5.154829932,1.59821,0.0915683,0.00469019,0.889675,0.170999,0.392557,1.45242,0.239303,0.0757508,0.457754,0.108423,1.93203
5.201269841,1.42782,0.00262941,0.0711164,0.875504,0.182917,0.262883,1.64364,0.454125,0.0114609,0.406999,0.216776,1.78965
5.247709751,1.10227,0.00294588,0.581925,0.605167,0.202047,0.28952,1.97732,0.42433,0.00355235,0.409436,0.423433,1.58336
5.294149660,1.14056,0.00275212,0.927228,0.655192,0.126347,0.909337,1.6563,0.742756,0.000532408,0.649626,0.471331,1.89936
5.340589569,1.23333,0.0017314,1.08355,0.717828,0.0933297,0.975771,1.48362,0.93771,0.00098607,0.89654,0.358256,2.04792
5.387029478,1.03263,0,1.1926,0.648362,0.0936587,0.751314,1.4029,0.960681,0.000236131,0.760672,0.372101,2.15098
5.433469388,0.647665,0.0279746,0.838143,0.902853,0.0710435,0.653598,1.32292,1.07746,0.0398207,0.654296,0.419587,2.34036
5.479909297,0.291916,0.0762043,0.384187,1.39608,0.0971863,0.724332,1.68414,0.392598,0.0746445,0.609483,0.176302,2.64437
5.526349206,0.138308,0,0.295516,1.43096,0.111399,0.445541,1.7807,0.133315,0.168715,0.834548,0.000778417,3.12786
5.572789116,0.0613833,0,0.190155,1.37335,0.119456,0.223602,1.93831,0.0738276,0.383243,0.753949,0.00631891,3.42587
5.619229025,0.0284581,0.000179884,0.24185,1.55919,0.110494,0.298193,1.88037,0.157616,0.389545,0.491235,0.0239968,3.30724
5.665668934,0,0.0254785,0.220127,1.81847,0.0952109,0.255604,1.90801,0.277207,0.319912,0.245793,0,3.15015
5.712108844,0.709368,0.0235079,0.00943668,1.37243,0.0552815,0.239901,1.72997,0.929895,0.0479848,0.18474,0.0959486,2.22963
5.758548753,1.30965,0.0040265,0.113983,1.43132,0.0595808,0.538437,1.88337,0.77102,0.0768605,0.155993,0.000348514,1.49169
5.804988662,1.34459,0.00236753,0.192131,1.20585,0.0993061,0.593715,1.55918,0.765128,0.13851,0.133143,0.121847,1.69577
5.851428571,0.682177,0.13212,0.555466,0.754381,0.593894,0.581666,1.18727,1.26645,0.433889,0.160652,0.328963,1.79501
5.897868481,0.397001,0.144796,0.550831,0.297048,1.42594,0.373409,0.971717,1.80062,0.543239,0.0245028,0.470865,1.82487
5.944308390,0.19148,0.276831,0.13054,0.687943,1.78138,0.0206403,0.849998,2.06175,0.544338,0.00537946,0.210005,2.00671
5.990748299,0.0224868,0.290845,0.31385,0.703733,2.34962,0.158981,0.701247,1.67255,0.482572,0.144737,0.049095,2.42011
6.037188209,0,0.118676,0.63074,0.316289,2.67282,0.233475,0.543821,0.195842,1.85755,0.0707159,0.000692295,2.8432
6.083628118,0,0.0207069,0.420823,0.272623,2.81628,0.0270634,0.617023,0.0673683,2.03896,0.100143,0.0417941,2.73095
6.130068027,0,0.00265912,0.311779,0.166038,2.77913,0.0297733,0.594144,0.0273903,2.06633,0.158164,0.189053,2.80839
6.176507937,0.0782374,0.00255032,0.275542,0.163506,2.86781,0.127723,0.598153,0.0361598,1.80687,0,0.35561,2.61919
6.222947846,0.0104845,0.0518118,0.454674,0.163139,2.70638,0.409655,0.482674,0.0558155,1.72364,0.0919675,0.153946,2.47754
6.269387755,0,0.0929338,0.628405,0.240322,2.76761,0.357213,0.500605,0.0695753,1.59079,0.2051,0.00251426,2.42561
6.315827664,0,0.0498848,0.794301,0.96396,2.18235,0.267032,0.559044,0.466396,1.24846,0.205613,6.98219e-05,2.85353
6.362267574,0,0.0130566,0.56961,1.43148,0.994032,0.397538,0.67884,1.06316,0.758497,0.493005,0,3.28277
6.408707483,0.35641,0.100369,0.305341,1.84501,0.691224,0.302264,0.78416,1.32341,0.104878,0.766831,0,2.72233
6.455147392,0.95489,0.171605,0.18375,1.38258,0.368426,0.306881,0.651755,2.02837,0.105327,0.71732,0.0909146,1.94553
6.501587302,1.1664,0.373183,0.398176,0.611321,0.173784,0.316363,0.439595,2.24431,0.0972403,0.368069,0.275546,1.74628
6.548027211,0.717592,0.353513,1.04583,0.0121632,0.911857,0.59369,0.515187,2.25846,0.107092,0.158155,0.599983,1.48149
6.594467120,0,0.401935,0.99191,0.0166566,1.62466,0.430395,0.563499,2.22851,0.258759,0.0297029,1.27518,1.1152
6.640907029,0,0.543189,0.458867,0.143564,2.15692,0.0911485,0.509089,1.65746,0.357465,0.800113,0.834753,0.8034
6.687346939,0,0.380863,0.162948,0.444509,2.56982,0.127059,0.337632,1.51279,0.40698,1.53045,0.212137,0.878709
6.733786848,0,0.508511,0.152814,0.557942,2.72984,0.127255,0.294054,1.52806,0.382181,1.8447,0.152606,1.09418
6.780226757,0.0211848,0.209185,0.158202,0.567842,2.40253,0.0907667,0.0546667,1.58249,0.480387,1.98019,0.0139187,1.33235
6.826666667,0.101744,0.00583324,0.14788,0.516428,2.15138,0.0718278,0.00375528,1.69031,0.313789,2.02014,0.00305617,1.28974
6.873106576,0.061452,0.230204,0.144804,0.801872,1.71197,0.0953923,0.013111,1.87894,0.0561426,1.91093,0.00888982,1.25459
6.919546485,0,0.9736,0.0685986,0.914336,1.55231,0.00443422,0.202897,1.99396,0,1.7602,0.078298,0.883527
6.965986395,0.18477,1.73048,0.0361776,0.662503,1.21716,0.0701239,0.277869,1.62104,0.151946,1.7624,0.069089,0.58418
7.012426304,0.786873,0.953022,0.0124517,0.904641,1.00131,0.488975,0.124103,0.975209,0.479793,1.47243,0.093487,0.708136
7.058866213,0.629961,0.745067,0.0121294,1.14609,0.895798,0.602303,0.0204782,1.13259,0.347638,1.27724,0.122789,1.2283
7.105306122,0.645037,0.310886,0.0203373,1.34266,0.961357,0.332358,0.155031,1.05037,0.251264,1.12034,0.196178,1.90397
7.151746032,0.545865,0,0.383873,1.59359,1.09047,0.120467,0.454856,0.327033,0.512283,1.03967,0.00192351,2.43122
7.198185941,0.367699,0.00112993,0.566319,0.809319,1.77129,0.00945417,0.739105,0.117619,1.24482,0.783805,0.115448,2.59705
7.244625850,0.400835,0.00102696,0.707674,0.52051,2.09658,0.0117015,0.85923,0.129923,1.33536,0.928179,0.108647,2.53194
7.291065760,0.374828,0.000548819,0.816109,0.596321,1.71724,0.0579603,0.969719,0.10313,1.16876,1.18105,0.0254786,2.256
7.337505669,0.0947206,0.0621569,0.885759,0.75454,1.51435,0.235424,1.43296,0.0780335,0.927954,1.11984,0.00297131,2.44252
7.383945578,0.0717368,0.102583,0.908674,0.713345,1.25349,0.415777,1.91856,0.0480196,0.713025,0.681982,0,2.71749
7.430385488,0.131169,0,0.825874,1.29553,0.695092,0.304714,2.1461,0.0376708,0.404581,0.271007,0.00111003,3.30376
7.476825397,0.143965,0.00145905,0.270648,2.1616,0.112875,0.0217449,2.25206,0.0131295,0.0989432,0.591904,0.0909623,3.32278
7.523265306,0.113898,0.00145462,0.176079,2.17458,0.0838888,0.0187824,2.46759,0.00172902,0.109163,1.01526,0.184016,3.26613
7.569705215,0,0.130631,0.170841,1.68542,0.0674005,0.0506531,2.77964,0.0891169,0.112412,1.11605,0.496834,2.92065
7.616145125,0.842615,0.371765,0.0551041,0.85079,0.0892903,0.2392,2.92725,0.0482169,0.0838854,1.20006,0.191076,2.2397
7.662585034,1.15574,0.421196,0.0468709,0.645887,0.27491,0.429872,2.39028,0.0439111,0.0634604,1.36934,0.051046,1.82936
7.709024943,1.25474,0.689015,0.0302905,0.887181,0.615913,0.59121,0.623669,0.309992,0.0387046,1.12925,0.0581053,1.14154
7.755464853,1.13594,0.498607,0.00682619,1.12561,0.846182,0.293024,0.204616,0.774861,0.30279,1.01263,0.148238,0.696553
7.801904762,0.34023,0.257107,0.0122219,1.0335,1.60374,0.21323,0.133924,0.837904,0.616258,0.715079,0.328605,0.549393
7.848344671,0.0425366,0.451404,0.0127735,0.501972,2.3666,0.0974589,0.0609343,1.00667,0.590251,0.93121,0.449829,0.656405
7.894784580,0.00877081,0.596711,0.00796669,0.673956,2.59101,0.0507301,0.0862137,1.0848,0.18852,1.09864,0.969253,0.594837
7.941224490,0,0.448178,0.12529,0.709379,2.12063,0,0.357576,1.14817,0.542371,0.898555,1.18213,0.94872
7.987664399,0.040209,0.100223,0.548752,0.501936,0.83525,0,0.808474,0.787383,0.775135,0.632505,1.33496,1.74603
8.034104308,0.0633654,0.03318,0.893325,1.02583,0.074472,0,2.01308,0.205288,0.443949,0.635532,0.82239,2.31957
8.080544218,0.135783,0.000672844,0.772198,1.46505,0,0.00523781,2.54033,0.0114394,0.0939216,0.578204,0.545606,2.46775
8.126984127,0.171859,0.00136545,0.233391,1.26084,0,0.0242326,2.50526,0.00632929,0.113712,0.823199,0.262177,2.55399
8.173424036,0.250156,0.0625096,0.302162,0.784314,0.0452257,0.167537,1.97637,0,0.114708,0.924364,0.0244132,3.08574
8.219863946,0.339012,0.0523128,0.183882,0.763255,0.118762,0.277424,1.90969,0.329584,0.105902,0.82256,0.0632532,3.62545
8.266303855,0.668322,0.0851726,0.40014,1.35243,0.124107,0.145376,2.36797,0.191437,0.0496446,0.795714,0.0959701,3.49625
8.312743764,0.855118,0.0304152,0.417656,1.45698,0.103841,0.243211,2.21146,0.122983,0.0437401,0.712529,0.0179974,3.27015
8.359183673,0.864424,0.0020324,0.459116,1.28053,0.0846773,0.618711,1.52308,0.0520357,0.165769,0.559459,0.000609636,2.77703
8.405623583,0.744962,0.00240299,0.464524,1.08706,0.215174,0.820246,0.783206,0.344572,0.66685,0.115164,0.375551,1.84517
8.452063492,0.783194,0.0340288,0.427754,0.951136,0.525282,0.441135,0.679176,0.467252,0.993626,0.13574,0.464228,1.65023
8.498503401,0.518533,0.0963093,0.755874,0.732885,1.61934,0.222252,0.480797,0.375055,1.51106,0.148708,0.43184,2.01279
8.544943311,0.0553432,0.0766309,0.931651,0.50414,2.24453,0.000832281,0.447548,0.297161,1.9043,0.210995,0.358819,2.2799
8.591383220,0,0.0303776,0.919988,0.361472,2.62157,0,0.374276,0.124951,2.00888,0.283456,0.503106,2.45386
8.637823129,0,0.00422692,0.776223,0.362592,3.0882,0.000585886,0.451744,0.0167077,1.9314,0.434619,0.720476,2.36415
8.684263039,0,0.00371182,0.557214,0.393224,3.26955,0.0190965,0.348527,0,1.99713,0.474854,0.745997,2.2905
8.730702948,0,0.00293406,0.481219,0.470817,3.26152,0.0966516,0.294836,0,2.2152,0.399077,0.641028,2.04403
8.777142857,0,0.0368519,0.458385,0.406945,2.97055,0.220717,0.399722,0.336469,2.23796,0.3468,0.191099,1.77292
8.823582766,0,0.157766,0.478656,0.456212,2.5363,0.368903,0.615002,0.554404,2.11812,0.34606,0.0318292,1.60033
8.870022676,0,0.139062,0.684808,0.5861,1.89358,0.273979,0.654509,0.219652,2.11342,0.330379,0.0317304,1.724
8.916462585,0.201978,0.0479571,0.383271,1.3185,1.64769,0.188245,0.566755,0.0676475,1.41851,0.614035,2.22125e-05,1.90557
8.962902494,0.677088,0.00261154,0.249281,1.37274,1.32081,0.00454276,0.724426,0.215669,1.26133,0.704237,0.0465853,1.51391
9.009342404,1.05852,0.00110651,0.0320478,1.34147,0.933392,0.0509992,0.857795,0.540404,0.954446,0.696084,0.13273,1.21449
9.055782313,1.08983,0.00105902,0.0395845,1.08524,0.788205,0.177968,1.1884,0.903254,0.593905,0.442642,0,1.37494
9.102222222,0.858931,0.209958,0.00089196,0.745259,0.568481,0.122898,1.30287,1.02782,0.412311,0.353093,0,2.04114
9.148662132,0.554759,0.377556,0.209765,0.298133,0.965833,0.133006,1.03305,1.3292,0.642834,0.83903,0.00039297,1.78779
9.195102041,0.671929,0.565343,0.167329,0.490594,1.09928,0.129113,0.576761,1.96737,0.29228,1.13151,0.0675066,0.747369
9.241541950,0.364276,0.597298,0.200889,0.708212,1.30533,0.165509,0.573168,2.21785,0.0894518,1.62545,0.136252,0.256665
9.287981859,0,1.26813,0.169925,0.678558,1.59191,0.104172,0.719533,2.03207,0.033859,2.01626,0.151078,0.11362
9.334421769,0.00296187,1.23804,0.149342,0.669866,1.77466,0.0937768,0.682683,1.61035,0,2.26259,0.124518,0.274154
9.380861678,0.00069393,1.11751,0.067203,0.669031,1.78677,0.048817,0.464565,1.30481,0,2.50079,0.321881,0.647237
9.427301587,0,0.816924,0.145578,0.505141,1.78529,0.0638148,0.477312,1.18955,0.0122328,2.27118,0.458869,0.777044
9.473741497,0.00365151,0.675493,0.244923,0.554464,1.6242,0.127491,0.372697,1.11047,0.00105126,1.91869,0.762864,0.802077
9.520181406,0,0.673407,0.224544,0.4933,1.64007,0.141292,0.31431,1.45476,0.0508975,1.73661,1.15076,0.63046
9.566621315,0.705556,0.199082,0.0595916,1.47527,0.855795,0.435313,0.217772,1.23475,0.0554275,1.4239,0.704706,1.1243
9.613061224,0.940929,0.0984831,0.0100107,1.41544,0.437145,0.853806,0.106615,0.682316,0.0898749,1.43293,0.456597,1.42709
9.659501134,0.985623,0.0245642,0.0353983,1.46869,0.441543,1.1149,0.318845,0.0927106,1.0573,1.17769,0.258399,1.18216
9.705941043,0.551727,0.0552205,0.0753436,1.50318,0.71568,1.0575,0.386483,0.0560704,1.58277,0.538244,0.0923868,2.08959
